"","ID","Label","Statement","Subject(s)","Speaker","Speaker Job Title","State Info","The Party Affiliation","Barely True Counts","False Counts","Half True Counts","Mostly True Counts","Pants on Fire Counts","Venue/Location"
"8370",8372,"mostly-true","As a state senator in Illinois, Obama made sure women got equal pay for equal work.","workers","michelle-obama","unknown","Illinois","democrat",0,2,1,4,0,"her address at the Democratic National Convention."
"8371",8373,"half-true","Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class.","taxes","ted-strickland","Former Ohio governor","Ohio","democrat",2,6,7,4,1,"a campaign speech"
"8372",8374,"false","TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.","health-care","sarah-palin","unknown","Alaska","republican",9,19,9,6,6,"comments on Fox's ""Fox News Sunday"""
"8373",8375,"mostly-true","Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. Thats more than any senator of either party.","campaign-finance","dick-cheney","unknown","unknown","republican",5,4,2,2,1,"an interview on ""This Week"""
"8374",8376,"barely-true","An average of nine children a day in the U.S. die of gunshot wounds.","guns,public-safety","brady-campaign-prevent-gun-violence","unknown","unknown","none",1,1,0,0,0,"a gun-control rally claim"
"8375",8377,"true","Austin is number one in Texas in startups, venture capital and patents.","city-government,economy,small-business,technology","steve-adler","Mayor of Austin","Texas","democrat",1,1,1,2,1,"speaking against Proposition 1 on Austin's May 7, 2016 ballot"
"8376",8378,"mostly-true","In some communities, for $10,000 worth of (PIP) coverage its $1,500 a year.","states,transportation","rick-scott","Governor","Florida","republican",28,23,38,34,7,"an interview with WTSP"
"8377",8379,"half-true","SaysGary Johnson and the Libertarian Party want to get rid of the public school system.","candidates-biography,children,education,families,government-regulation,history","chelsea-clinton","unknown","unknown","democrat",1,0,1,0,0,"an interview with Cosmo"
"8378",8380,"mostly-true","Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.","state-budget,transportation","john-g-edwards","State Representative","Rhode Island","democrat",0,1,0,1,0,"a radio interview"
"8379",8381,"true","(Stimulus money) went to critically important projects like studying ants in Africa.","message-machine-2012,stimulus","crossroads-gps","Conservative advocacy group","unknown","republican",9,1,4,1,2,"a TV ad"
"8380",8382,"true","There used to be 16 workers for every one person on Social Security. ... Now its three.","deficit,federal-budget","mark-warner","U.S. Senator","Virginia","democrat",3,1,6,3,0,"a meeting with The Atlanta Journal-Constitution editorial board"
"8381",8383,"half-true","There are more than twice as many (crisis pregnancy centers) as there are legitimate abortion providers in the United States.","abortion,families,government-regulation,health-care,public-health,public-safety,religion,science,state-budget,women","vicki-saporta","President, National Abortion Federation","unknown","activist",0,0,1,0,0,"an episode of ""Full Frontal with Samantha Bee"""
"8382",8384,"barely-true","Washington politicians are paid over $200,000 an hour for speeches.","campaign-finance,congress,congressional-rules,ethics,financial-regulation","bernie-s","U.S. Senator","Vermont","independent",18,12,22,41,0,"a television ad"
"8383",8385,"true","Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.","drugs,government-regulation,marijuana,public-health","nicholas-scutari","State Senator","New Jersey","democrat",0,0,0,0,0,"in a NJToday interview"
"8384",8386,"false","Klein did not hold a single town hall meeting (on health care) where the general public was invited to ask questions or present their views.","health-care","allen-west","U.S. representative, Florida District 22","Florida","republican",6,9,3,1,4,"press release"
"8385",8387,"false","Wisconsins economy has tanked under Gov. Scott Walker andso far in 2015 over 6,685 people have been laid off, already more than in all of 2014.","economy,jobs","american-bridge-21st-century","unknown","unknown","democrat",2,1,0,3,0,"a website posting"
"8386",8388,"barely-true","In Virginias Medicaid program, approximately 30 percent, or $2.7 billion a year, is lost to waste, fraud and inefficiencies.","health-care,medicaid","jimmy-massie","State delegate","Virginia","republican",1,0,0,0,0,"a Facebook post."
"8387",8389,"mostly-true","Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections.","guns,public-health","doonesbury","unknown","unknown","none",0,0,2,4,0,"the Sunday comics"
"8388",8390,"barely-true","Last year, I stopped an Obamacare bailout and saved taxpayers $2.5 billion.","federal-budget,health-care,taxes","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"a tweet"
"8389",8391,"false","Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create.""","candidates-biography,technology","douglas-holtz-eakin","unknown","unknown","republican",0,1,0,0,0,"a conversation with reporters."
"8390",8392,"mostly-true","Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.","candidates-biography","sarah-palin","unknown","Alaska","republican",9,19,9,6,6,"Clearwater, Fla."
"8391",8393,"half-true","Says most illegal immigrants draw welfare benefits, theyre sending their kids to school, theyre using the public services.","education,immigration,welfare","tom-delay","Former U.S. House member","Texas","republican",1,0,1,1,1,"an interview on MSNBC"
"8392",8394,"mostly-true","Says TriMet now spends $1.63 in benefits for every $1.00 spent on wages.","transportation","john-charles","President and CEO of Cascade Policy Institute","Oregon","libertarian",0,0,1,1,0,"a blog post."
"8393",8395,"half-true","When Colorado eased its medical marijuana laws, fatal accidents involving pot-using drivers soared while overall traffic fatalities decreased.","marijuana,public-safety","charles-chuck-spahos","unknown","unknown","none",0,0,1,0,0,"a joint legislative hearing"
"8394",8396,"false","A lot of student loans are already refinanced by the federal government.","debt,education,federal-budget,financial-regulation","dale-kooyenga","State Representative","Wisconsin","republican",1,1,2,2,0,"a radio interview"
"8395",8397,"mostly-true","Were making more than ever off oil and gas right now, but its no secret that oil production in Texas peaked in the 1970s.","children,education,energy","jerry-patterson","state land commissioner","Texas","republican",1,1,1,3,0,"a newspaper column"
"8396",8398,"half-true","Says that several times in the last 15 years, Austin City Council candidates have won seats after trailing by more than 4,000 votes in the election prompting the runoff.","city-government,elections,history","randi-shade","Member, Austin City Council","Texas","democrat",0,0,1,2,0,"a statement."
"8397",8399,"false","Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?","health-care","ted-cruz","Senator","Texas","republican",36,33,15,19,8,"a tweet."
"8398",8400,"barely-true","Says $6 billion projected to accumulate in the states rainy day fund is already used.","state-budget,state-finances","charles-perry","CPA","Texas","republican",1,0,0,0,0,"a Texas Tribune interview."
"8399",8401,"barely-true","Says Julie Parrish is one of Sarah Palins mama grizzlies.","elections","future-pac-oregon-house-democrats","campaign committee","Oregon","democrat",3,0,0,0,1,"a campaign mailer"
"8400",8402,"mostly-true","Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and, thats true nationally.","polls","bernie-s","U.S. Senator","Vermont","independent",18,12,22,41,0,"a Democratic presidential debate in Flint, Mich."
"8401",8403,"barely-true","Greenlight Pinellas wont take existing lanes from other vehicles.","transportation","friends-greenlight","unknown","unknown","none",1,0,0,0,0,"an email to voters"
"8402",8404,"pants-fire","There are 30,000 people that have been killed with seat belts.","government-regulation,public-safety,market-regulation","joseph-trillo","minority whip, Rhode Island House of Representatives","Rhode Island","republican",0,0,1,0,1,"a House debate over mandatory seat belt use"
"8403",8405,"barely-true","Regarding sexual assault against women, Its actually safer not to be in college than it is to be in college.","crime,education","mark-warner","U.S. Senator","Virginia","democrat",3,1,6,3,0,"an interview."
"8404",8406,"barely-true","Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.","economy","jack-kingston","U.S. Representative","Georgia","republican",3,1,4,3,0,"an ad"
"8405",8407,"half-true","Seven times Obama could have stopped Chinas cheating. Seven times, he refused.","china,foreign-policy,job-accomplishments,jobs,message-machine-2012,trade","mitt-romney","Former governor","Massachusetts","republican",34,32,58,33,19,"in a TV ad"
"8406",8408,"true","Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.","criminal-justice","scott-walker","Milwaukee County Executive","Wisconsin","republican",26,41,32,40,11,"an interview on CNN's ""State of the Union"""
"8407",8409,"barely-true","Austin ISD has the highest graduation rate of every major city in Texas.","children,education","austin-independent-school-district","School district","Texas","none",1,0,0,0,0,"an advertisement spotted at the site of high school graduation ceremonies"
"8408",8410,"barely-true","We now know these firms areunwilling to put up any private money, for Californias high-speed rail project.","state-finances,transportation","jim-patterson","state assemblyman","California","republican",1,0,0,0,0,"a news article"
"8409",8411,"barely-true","The economy we preside over today is better than the one we inherited.","economy","hank-johnson","U.S. Congressman","Georgia","democrat",3,0,4,3,0,"an online posting"
"8410",8412,"true","Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.","agriculture,economy,government-regulation,jobs,labor,unions,workers","russ-feingold","unknown","Wisconsin","democrat",2,4,7,5,1,"a speech"
